year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2018,401–500,Bilkent University,"10,007",14.4,5%,45 : 55,
2018,401–500,Boğaziçi University,"11,967",26.8,8%,49 : 51,
2018,401–500,University of Brescia,"14,542",26.4,7%,46 : 54,
2018,401–500,University of Calabria,"28,313",35.1,3%,58 : 42,
2018,401–500,University of Campinas,"26,811",14.3,4%,47 : 53,
2018,401–500,CentraleSupélec,"4,226",11.6,33%,22 : 78,
2018,401–500,Charles University,"50,495",13.1,16%,61 : 39,
2018,401–500,Chung-Ang University,"11,381",16.1,28%,48 : 52,
2018,401–500,Claude Bernard University Lyon 1,"27,067",13.0,12%,54 : 46,
2018,401–500,University of Cyprus,"6,989",23.1,9%,68 : 32,
2018,401–500,Dublin City University,"9,180",25.5,17%,52 : 48,
2018,401–500,University of Florence,"53,112",15.7,7%,60 : 40,
2018,401–500,Florida International University,"32,838",24.4,8%,56 : 44,
2018,401–500,University of Genoa,"35,711",27.1,9%,56 : 44,
2018,401–500,University of Graz,"21,053",22.9,13%,64 : 36,
2018,401–500,Graz University of Technology,"6,395",10.2,17%,23 : 77,
2018,401–500,University of Greifswald,"10,857",20.8,6%,56 : 44,
2018,401–500,Hamburg University of Technology,"7,391",55.1,19%,26 : 74,
2018,401–500,Hasselt University,"5,045",19.0,12%,47 : 53,
2018,401–500,Hofstra University,"10,001",13.9,10%,56 : 44,
2018,401–500,Hokkaido University,"18,038",8.0,9%,30 : 70,
2018,401–500,Hong Kong Baptist University,"11,467",11.4,30%,61 : 39,
2018,401–500,Huazhong University of Science and Technology,"56,140",16.7,5%,35 : 65,
2018,401–500,University of Hull,"13,480",16.6,19%,53 : 47,
2018,401–500,Jordan University of Science and Technology,"23,103",12.6,20%,57 : 43,
2018,401–500,University of Jyväskylä,"10,020",15.8,5%,61 : 39,
2018,401–500,RPTU University Kaiserslautern-Landau,"14,493",52.5,16%,37 : 63,
2018,401–500,Kazan Federal University,"25,916",10.8,9%,67 : 33,
2018,401–500,University of KwaZulu-Natal,"32,023",25.3,5%,59 : 41,
2018,401–500,Kyung Hee University,"23,512",17.2,18%,44 : 56,
2018,401–500,University of Lille,"67,978",28.1,12%,56 : 44,
2018,401–500,Louisiana State University,"29,533",20.5,6%,52 : 48,
2018,401–500,Makerere University,"36,688",28.8,8%,52 : 48,
2018,401–500,University of Manitoba,"29,017",28.0,15%,54 : 46,
2018,401–500,Marche Polytechnic University,"16,931",24.0,4%,45 : 55,
2018,401–500,"University of Maryland, Baltimore County","11,781",18.8,8%,46 : 54,
2018,401–500,Massey University,"18,688",15.7,29%,62 : 38,
2018,401–500,Maynooth University,"8,361",30.6,12%,55 : 45,
2018,401–500,Middlesex University,"14,755",18.0,46%,60 : 40,
2018,401–500,University of Milan-Bicocca,"34,245",48.4,7%,61 : 39,
2018,401–500,Mizzou - University of Missouri,"30,535",11.5,6%,53 : 47,
2018,401–500,University of Modena and Reggio Emilia,"20,737",27.8,6%,53 : 47,
2018,401–500,University of Montana,"9,573",16.6,3%,56 : 44,
2018,401–500,Murdoch University,"15,526",30.7,48%,58 : 42,
2018,401–500,University of Naples Federico II,"81,056",55.9,0%,56 : 44,
2018,401–500,National Chiao Tung University,"12,639",17.7,7%,28 : 72,
2018,401–500,National Research Nuclear University MEPhI,"7,064",7.6,15%,31 : 69,
2018,401–500,National Taiwan University of Science and Technology (Taiwan Tech),"7,981",18.7,13%,32 : 68,
2018,401–500,University of Nebraska Medical Center,"2,856",2.4,9%,67 : 33,
2018,401–500,University of Neuchâtel,"4,216",8.8,23%,60 : 40,
2018,401–500,Northern Arizona University,"27,227",26.8,5%,58 : 42,
2018,401–500,Norwegian University of Life Sciences,"5,723",7.1,22%,58 : 42,
2018,401–500,Novosibirsk State University,"7,242",6.5,18%,51 : 49,
2018,401–500,University of Oklahoma,"27,333",10.6,7%,51 : 49,
2018,401–500,The Open University,"67,355",33.0,8%,61 : 39,
2018,401–500,Oxford Brookes University,"13,255",17.9,28%,58 : 42,
2018,401–500,University of Parma,"24,307",27.6,6%,56 : 44,
2018,401–500,University of Plymouth,"18,335",18.1,15%,52 : 48,
2018,401–500,Universitat Politècnica de Catalunya,"21,581",9.8,12%,27 : 73,
2018,401–500,Polytechnic University of Turin,"30,903",29.7,14%,28 : 72,
2018,401–500,Qatar University,"13,342",17.6,42%,73 : 27,
2018,401–500,Quaid-i-Azam University,"13,559",26.6,0%,57 : 43,
2018,401–500,Reykjavík University,"3,206",29.4,6%,59 : 41,
2018,401–500,RMIT University,"31,465",17.2,25%,47 : 53,
2018,401–500,University of Rome II – Tor Vergata,"32,325",17.9,6%,51 : 49,
2018,401–500,University of Rome III,"34,492",56.2,4%,59 : 41,
2018,401–500,Roskilde University,"6,034",14.5,9%,62 : 38,
2018,401–500,Rovira i Virgili University,"12,604",12.6,10%,59 : 41,
2018,401–500,University of St Gallen,"7,456",13.1,35%,33 : 67,
2018,401–500,Saint Louis University,"10,976",6.8,7%,59 : 41,
2018,401–500,Saint Petersburg State University,"21,433",5.8,10%,65 : 35,
2018,401–500,San Diego State University,"29,136",30.7,7%,56 : 44,
2018,401–500,University of Saskatchewan,"16,712",16.3,17%,56 : 44,
2018,401–500,Sciences Po,"9,679",38.1,45%,59 : 41,
2018,401–500,Semmelweis University,"10,880",10.7,31%,68 : 32,
2018,401–500,University of Siegen,"19,339",49.2,11%,49 : 51,
2018,401–500,University of Siena,"17,928",14.0,6%,59 : 41,
2018,401–500,SOAS University of London,"4,855",11.6,56%,64 : 36,
2018,401–500,Southern Cross University,"8,298",32.4,18%,65 : 35,
2018,401–500,University of Strathclyde,"17,495",21.5,27%,49 : 51,
2018,401–500,SUNY Binghamton University,"17,238",23.7,15%,48 : 52,
2018,401–500,Swinburne University of Technology,"13,269",24.7,25%,39 : 61,
2018,401–500,The University of Texas at San Antonio,"25,945",25.8,6%,49 : 51,
2018,401–500,Tokyo Medical and Dental University (TMDU),"2,906",3.2,7%,50 : 50,
2018,401–500,Tongji University,"35,810",12.9,11%,39 : 61,
2018,401–500,University of Tsukuba,"16,514",13.0,19%,39 : 61,
2018,401–500,The University of Tulsa,"4,671",12.4,25%,43 : 57,
2018,401–500,University of Turin,"59,116",31.4,7%,,
2018,401–500,UiT The Arctic University of Norway,"12,601",12.1,12%,61 : 39,
2018,401–500,University of Urbino Carlo Bo,"11,658",28.6,9%,59 : 41,
2018,401–500,Verona University,"24,582",20.6,6%,64 : 36,
2018,401–500,Victoria University of Wellington,"17,086",19.8,20%,56 : 44,
2018,401–500,Western Sydney University,"32,744",34.0,13%,55 : 45,
2018,401–500,University of Wisconsin-Milwaukee,"21,928",18.7,6%,52 : 48,
2018,401–500,Wuhan University,"50,178",14.3,7%,,
2018,401–500,Xiamen University,"41,430",15.0,4%,49 : 51,
2018,501–600,Alfaisal University,"1,891",14.5,34%,56 : 44,
2018,501–600,American University of Beirut,"8,045",8.6,22%,51 : 49,
2018,501–600,Aristotle University of Thessaloniki,"45,709",24.7,4%,57 : 43,
2018,501–600,University of Arkansas,"24,140",20.4,6%,52 : 48,
2018,501–600,Athens University of Economics and Business,"9,674",42.2,7%,46 : 54,
2018,501–600,Australian Catholic University,"21,846",30.7,9%,73 : 27,
2018,501–600,University of Aveiro,"10,105",17.1,10%,52 : 48,
2018,501–600,Blaise Pascal University,"15,538",15.2,13%,55 : 45,
2018,501–600,Bond University,"3,215",13.9,39%,52 : 48,
2018,501–600,Université Bourgogne Franche-Comté (UBFC),"56,702",28.9,11%,53 : 47,
2018,501–600,Ca’ Foscari University of Venice,"19,353",40.7,8%,64 : 36,
2018,501–600,Carleton University,"25,973",30.1,20%,47 : 53,
2018,501–600,University of Catania,"35,168",22.8,1%,59 : 41,
2018,501–600,Università Cattolica del Sacro Cuore,"32,844",11.4,8%,,
2018,501–600,Central China Normal University,"36,706",23.1,7%,65 : 35,
2018,501–600,Central Queensland University,"13,048",27.8,29%,56 : 44,
2018,501–600,"China Medical University, Taiwan","7,752",17.1,10%,53 : 47,
2018,501–600,University of Coimbra,"21,928",17.0,16%,57 : 43,
2018,501–600,Complutense University of Madrid,"62,392",20.1,13%,62 : 38,
2018,501–600,Concordia University,"32,331",31.1,28%,50 : 50,
2018,501–600,Creighton University,"8,213",11.3,9%,58 : 42,
2018,501–600,Diego Portales University,"16,348",14.4,2%,48 : 52,
2018,501–600,East China Normal University,"27,189",12.6,13%,62 : 38,
2018,501–600,Edith Cowan University,"16,315",35.5,23%,61 : 39,
2018,501–600,Ewha Womans University,"15,044",14.4,11%,100 : 0,
2018,501–600,Universidade Federal de São Paulo (UNIFESP),"14,475",9.3,1%,55 : 45,
2018,501–600,Federico Santa María Technical University,"19,265",30.3,2%,23 : 77,
2018,501–600,University of Ferrara,"13,902",8.3,7%,56 : 44,
2018,501–600,Fujita Health University,"2,810",3.1,0%,55 : 45,
2018,501–600,University of Granada,"59,539",17.6,14%,58 : 42,
2018,501–600,Harbin Institute of Technology,"29,395",10.0,9%,31 : 69,
2018,501–600,University of Hertfordshire,"17,330",17.3,28%,54 : 46,
2018,501–600,Indian Institute of Technology Delhi,"7,284",13.3,1%,20 : 80,
2018,501–600,Indian Institute of Technology Kanpur,"6,472",15.2,1%,14 : 86,
2018,501–600,Indian Institute of Technology Kharagpur,"11,016",18.0,0%,16 : 84,
2018,501–600,Indian Institute of Technology Roorkee,"8,240",14.1,1%,16 : 84,
2018,501–600,University of Ioannina,"21,672",41.6,4%,57 : 43,
2018,501–600,ITMO University,"10,582",9.5,13%,37 : 63,
2018,501–600,Johannes Kepler University of Linz,"6,449",11.0,10%,52 : 48,
2018,501–600,Keele University,"7,985",13.9,23%,57 : 43,
2018,501–600,Kent State University,"23,647",18.6,9%,59 : 41,
2018,501–600,King Fahd University of Petroleum and Minerals,"6,471",6.1,20%,0 : 100,
2018,501–600,King Saud University,"34,489",9.3,10%,,
2018,501–600,Konkuk University,"15,229",28.0,12%,55 : 45,
2018,501–600,LUT University,"3,622",23.4,19%,30 : 70,
2018,501–600,Lehigh University,"6,476",11.4,16%,45 : 55,
2018,501–600,University of Limerick,"13,302",20.3,18%,48 : 52,
2018,501–600,Lincoln University (New Zealand),"2,455",4.3,34%,48 : 52,
2018,501–600,University of Lisbon,"49,682",18.6,10%,50 : 50,
2018,501–600,Liverpool John Moores University,"18,270",18.2,13%,54 : 46,
2018,501–600,University of Lorraine,"55,606",18.4,15%,52 : 48,
2018,501–600,Mahidol University,"28,996",10.5,3%,63 : 37,
2018,501–600,Masaryk University,"34,756",22.4,20%,62 : 38,
2018,501–600,Memorial University of Newfoundland,"15,116",12.9,15%,57 : 43,
2018,501–600,Missouri University of Science and Technology,"8,146",23.7,17%,23 : 77,
2018,501–600,Montana State University,"14,023",18.8,4%,46 : 54,
2018,501–600,Nantes Université,"37,231",24.7,10%,56 : 44,
2018,501–600,National and Kapodistrian University of Athens,"60,850",32.9,9%,60 : 40,
2018,501–600,National Cheng Kung University (NCKU),"21,337",14.4,11%,36 : 64,
2018,501–600,National Taiwan Normal University,"10,718",12.9,26%,56 : 44,
2018,501–600,New Jersey Institute of Technology,"11,423",21.1,18%,24 : 76,
2018,501–600,Northumbria University,"22,175",17.8,16%,54 : 46,
2018,501–600,NOVA University of Lisbon,"19,495",19.1,14%,49 : 51,
2018,501–600,Oklahoma State University,"21,677",22.1,6%,49 : 51,
2018,501–600,University of Palermo,"43,249",27.8,1%,59 : 41,
2018,501–600,Panthéon-Sorbonne University – Paris 1,"40,270",33.4,21%,60 : 40,
2018,501–600,Polytechnic University of Valencia,"23,471",10.0,11%,37 : 63,
2018,501–600,Pontificia Universidad Católica de Chile,"27,065",15.4,7%,,
2018,501–600,Pontificia Universidad Javeriana,"28,108",17.0,1%,56 : 44,
2018,501–600,University of Porto,"31,743",18.8,11%,54 : 46,
2018,501–600,University of Portsmouth,"19,095",15.5,27%,45 : 55,
2018,501–600,Université du Québec,"54,033",20.1,10%,57 : 43,
2018,501–600,Renmin University of China,"25,183",12.0,6%,,
2018,501–600,University of Salento,"19,025",37.8,1%,63 : 37,
2018,501–600,University of Sassari,"12,194",19.6,1%,64 : 36,
2018,501–600,Sejong University,"11,884",16.3,6%,46 : 54,
2018,501–600,Shandong University,"45,900",14.8,5%,,
2018,501–600,Université de Sherbrooke,"14,373",12.3,8%,57 : 43,
2018,501–600,"Soochow University, China","45,109",16.0,5%,54 : 46,
2018,501–600,South China University of Technology,"42,076",16.3,2%,35 : 65,
2018,501–600,University of South Dakota,"15,624",31.8,3%,61 : 39,
2018,501–600,Southeast University,"32,464",11.7,5%,,
2018,501–600,University of Split,"20,817",30.7,1%,,
2018,501–600,Stevens Institute of Technology,"5,636",16.2,35%,29 : 71,
2018,501–600,University of the Sunshine Coast,"8,202",28.3,16%,64 : 36,
2018,501–600,Tampere University of Technology,"5,490",19.6,8%,23 : 77,
2018,501–600,University of Texas at Arlington,"26,325",25.3,14%,56 : 44,
2018,501–600,Texas Tech University,"32,486",22.2,9%,46 : 54,
2018,501–600,Tianjin University,"30,513",12.0,1%,,
2018,501–600,Tokyo Metropolitan University,"9,263",10.0,4%,36 : 64,
2018,501–600,University of Toledo,"18,525",15.9,10%,50 : 50,
2018,501–600,Tomsk State University,"8,022",8.3,22%,,
2018,501–600,Universiti Tunku Abdul Rahman (UTAR),"18,642",16.9,1%,52 : 48,
2018,501–600,University of Ulsan,"13,689",12.6,3%,45 : 55,
2018,501–600,Ulster University,"18,550",14.9,8%,55 : 45,
2018,501–600,United Arab Emirates University,"7,492",9.2,26%,79 : 21,
2018,501–600,University of Valencia,"48,725",14.9,9%,60 : 40,
2018,501–600,University of Warsaw,"50,026",14.1,9%,66 : 34,
2018,501–600,University of the West of Scotland,"11,160",19.9,13%,61 : 39,
2018,501–600,Xi’an Jiaotong University,"32,199",10.7,4%,35 : 65,
2018,601–800,University of the Aegean,"12,264",37.9,1%,59 : 41,
2018,601–800,AGH University of Krakow,"32,930",14.9,2%,34 : 66,
2018,601–800,The University of Aizu,"1,228",11.5,3%,13 : 87,
2018,601–800,University of Alcalá,"18,023",13.1,21%,55 : 45,
2018,601–800,University of Algarve,"7,643",12.2,11%,57 : 43,
2018,601–800,Aligarh Muslim University,"17,732",14.6,2%,36 : 64,
2018,601–800,American University in Cairo,"6,093",12.4,5%,54 : 46,
2018,601–800,American University of Sharjah,"5,778",15.0,84%,49 : 51,
2018,601–800,Amirkabir University of Technology,"12,815",23.3,1%,34 : 66,
2018,601–800,"University of the Andes, Colombia","16,664",15.3,2%,44 : 56,
2018,601–800,Atılım University,"7,100",16.1,5%,43 : 57,
2018,601–800,Auburn University,"23,186",18.2,5%,50 : 50,
2018,601–800,Babeş-Bolyai University,"37,961",24.3,2%,60 : 40,
2018,601–800,Banaras Hindu University,"24,399",18.8,2%,36 : 64,
2018,601–800,University of the Basque Country,"44,028",14.8,6%,52 : 48,
2018,601–800,Baylor University,"16,736",17.0,5%,57 : 43,
2018,601–800,University of Bedfordshire,"11,365",18.9,32%,59 : 41,
2018,601–800,Beihang University,"28,884",14.4,6%,,
2018,601–800,Beijing Institute of Technology,"28,174",12.6,7%,34 : 66,
2018,601–800,University of Beira Interior,"6,925",16.0,8%,52 : 48,
2018,601–800,Ben-Gurion University of the Negev,"16,568",20.4,3%,51 : 49,
2018,601–800,Beni-Suef University,"69,962",32.5,1%,43 : 57,
2018,601–800,Bournemouth University,"12,300",17.3,19%,56 : 44,
2018,601–800,University of Bradford,"9,635",16.9,30%,55 : 45,
2018,601–800,University of Brighton,"16,665",17.5,22%,57 : 43,
2018,601–800,University of Cagliari,"29,645",32.6,2%,60 : 40,
2018,601–800,Capital Medical University,"12,488",6.9,4%,69 : 31,
2018,601–800,Carlos III University of Madrid,"16,429",11.1,14%,43 : 57,
2018,601–800,University of Lancashire,"16,500",15.5,18%,57 : 43,
2018,601–800,Central South University,"55,707",17.1,1%,40 : 60,
2018,601–800,Chang Gung University,"7,540",12.5,2%,43 : 57,
2018,601–800,"University of Chemistry and Technology, Prague","4,210",10.0,20%,62 : 38,
2018,601–800,Chiba University,"14,002",10.1,5%,37 : 63,
2018,601–800,University of Chile,"38,848",17.2,5%,47 : 53,
2018,601–800,China Agricultural University,"18,725",11.3,2%,58 : 42,
2018,601–800,"China University of Geosciences, Beijing","17,840",17.5,1%,33 : 67,
2018,601–800,"China University of Geosciences, Wuhan","30,585",20.3,3%,,
2018,601–800,Chonnam National University,"23,984",13.8,3%,48 : 52,
2018,601–800,Chulalongkorn University,"38,734",14.8,3%,59 : 41,
2018,601–800,Comenius University Bratislava,"22,857",11.1,11%,66 : 34,
2018,601–800,COMSATS University Islamabad,"30,126",10.4,0%,24 : 76,
2018,601–800,Coventry University,"22,735",14.3,45%,48 : 52,
2018,601–800,Czech Technical University in Prague,"21,266",13.2,16%,30 : 70,
2018,601–800,Dalian University of Technology,"38,678",16.6,2%,35 : 65,
2018,601–800,University of Dayton,"10,502",15.2,15%,48 : 52,
2018,601–800,University of Delhi,"22,107",23.1,1%,49 : 51,
2018,601–800,De Montfort University,"15,880",18.8,25%,58 : 42,
2018,601–800,Dublin Institute of Technology,"14,544",19.5,26%,41 : 59,
2018,601–800,East China University of Science and Technology,"24,207",17.4,6%,41 : 59,
2018,601–800,Eastern Mediterranean University,"19,069",32.5,84%,37 : 63,
2018,601–800,University of East London,"11,855",20.3,33%,61 : 39,
2018,601–800,École Centrale de Lyon,"1,871",15.2,22%,25 : 75,
2018,601–800,École normale supérieure Paris-Saclay,"1,631",10.5,15%,30 : 70,
2018,601–800,Edinburgh Napier University,"10,955",20.3,32%,56 : 44,
2018,601–800,Embry-Riddle Aeronautical University,"15,514",15.3,11%,17 : 83,
2018,601–800,Eötvös Loránd University,"23,558",14.8,7%,63 : 37,
2018,601–800,Universidade Estadual Paulista (Unesp),"44,059",13.3,3%,49 : 51,
2018,601–800,Universidade Federal do ABC (UFABC),"12,467",20.3,1%,31 : 69,
2018,601–800,Federal University of Itajubá,"7,559",15.3,1%,29 : 71,
2018,601–800,Federal University of Minas Gerais,"45,138",14.5,2%,53 : 47,
2018,601–800,Federal University of Rio de Janeiro,"54,989",14.0,2%,54 : 46,
2018,601–800,Universidade Federal do Rio Grande do Sul,"39,588",14.4,1%,47 : 53,
2018,601–800,Florida Atlantic University,"17,330",15.8,10%,59 : 41,
2018,601–800,Florida Institute of Technology,"5,343",14.6,35%,33 : 67,
2018,601–800,Fuzhou University,"35,901",17.7,1%,42 : 58,
2018,601–800,Gebze Technical University,"5,781",23.1,2%,34 : 66,
2018,601–800,Glasgow Caledonian University,"13,825",21.9,19%,59 : 41,
2018,601–800,University of Greenwich,"14,680",18.7,35%,55 : 45,
2018,601–800,Hacettepe University,"39,181",18.3,5%,57 : 43,
2018,601–800,University of Haifa,"17,917",30.7,2%,66 : 34,
2018,601–800,Hiroshima University,"14,769",8.3,6%,36 : 64,
2018,601–800,Huazhong Agricultural University,"25,619",17.6,1%,53 : 47,
2018,601–800,University of Huddersfield,"15,155",22.5,26%,56 : 44,
2018,601–800,Hunan University,"42,004",22.2,2%,45 : 55,
2018,601–800,Indian Institute of Technology Guwahati,"5,419",13.4,1%,15 : 85,
2018,601–800,Indian Institute of Technology (Indian School of Mines) Dhanbad,"6,692",24.6,1%,15 : 85,
2018,601–800,Indian Institute of Technology Madras,"9,033",14.9,0%,19 : 81,
2018,601–800,Inha University,"19,921",23.8,3%,38 : 62,
2018,601–800,Iran University of Science and Technology,"13,206",31.7,0%,30 : 70,
2018,601–800,ISCTE-University Institute of Lisbon,"8,699",22.8,12%,50 : 50,
2018,601–800,Isfahan University of Technology,"9,323",19.8,1%,42 : 58,
2018,601–800,Istanbul Technical University,"36,061",16.9,4%,34 : 66,
2018,601–800,Jadavpur University,"11,011",17.6,0%,31 : 69,
2018,601–800,University of Jaén,"16,894",20.5,8%,55 : 45,
2018,601–800,Jagiellonian University,"42,594",11.8,6%,67 : 33,
2018,601–800,Jeonbuk National University,"23,728",20.7,3%,44 : 56,
2018,601–800,University of Johannesburg,"28,122",27.4,7%,55 : 45,
2018,601–800,Juntendo University,"4,246",3.7,1%,52 : 48,
2018,601–800,Kagawa University,"6,453",9.6,2%,41 : 59,
2018,601–800,Kanazawa University,"10,464",10.4,5%,36 : 64,
2018,601–800,Kansas State University,"22,017",14.7,11%,50 : 50,
2018,601–800,Kaohsiung Medical University,"6,894",12.2,6%,56 : 44,
2018,601–800,Universiti Kebangsaan Malaysia,"19,353",11.8,12%,70 : 30,
2018,601–800,Keio University,"34,689",11.1,7%,34 : 66,
2018,601–800,King Mongkut’s University of Technology Thonburi,"16,413",22.0,1%,46 : 54,
2018,601–800,Kingston University,"17,340",21.5,36%,55 : 45,
2018,601–800,K.N. Toosi University of Technology,"7,079",23.0,0%,33 : 67,
2018,601–800,Kobe University,"15,751",7.8,7%,34 : 66,
2018,601–800,Kochi University,"5,584",8.4,1%,46 : 54,
2018,601–800,Kumamoto University,"10,214",7.8,6%,37 : 63,
2018,601–800,Kuwait University,"37,752",24.0,13%,72 : 28,
2018,601–800,Kyungpook National University (KNU),"27,162",18.2,4%,42 : 58,
2018,601–800,University of La Laguna,"20,248",14.0,4%,57 : 43,
2018,601–800,Leeds Beckett University,"20,120",20.7,14%,50 : 50,
2018,601–800,University of Lincoln,"10,875",16.0,16%,56 : 44,
2018,601–800,University of Ljubljana,"42,922",15.8,4%,60 : 40,
2018,601–800,Manchester Metropolitan University,"26,685",15.3,15%,58 : 42,
2018,601–800,University of Maribor,"13,197",15.4,4%,54 : 46,
2018,601–800,Marquette University,"10,664",12.4,5%,52 : 48,
2018,601–800,Middle East Technical University,"26,739",26.3,7%,44 : 56,
2018,601–800,University of Minho,"18,257",18.4,10%,54 : 46,
2018,601–800,Mississippi State University,"38,420",28.6,4%,50 : 50,
2018,601–800,Tecnológico de Monterrey,"14,003",17.2,13%,40 : 60,
2018,601–800,University of Murcia,"30,623",15.3,6%,61 : 39,
2018,601–800,Nagoya City University,"4,317",8.0,3%,52 : 48,
2018,601–800,Nanjing Agricultural University,"26,301",16.1,1%,56 : 44,
2018,601–800,Nanjing Medical University,"12,783",9.1,5%,,
2018,601–800,Nanjing Normal University,"26,714",14.6,3%,68 : 32,
2018,601–800,Nanjing Tech University,"30,098",17.9,1%,,
2018,601–800,National Autonomous University of Mexico,"145,024",12.1,6%,51 : 49,
2018,601–800,National Central University,"10,859",9.5,10%,34 : 66,
2018,601–800,National Chengchi University,"15,555",16.9,13%,59 : 41,
2018,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),"6,029",8.5,30%,32 : 68,
2018,601–800,National Institute of Technology Rourkela,"5,746",19.1,4%,25 : 75,
2018,601–800,National University of Science and Technology (MISiS),"7,236",9.2,24%,41 : 59,
2018,601–800,National University of Sciences and Technology,"10,373",8.0,3%,33 : 67,
2018,601–800,National Sun Yat-Sen University,"9,013",15.7,5%,37 : 63,
2018,601–800,National Yang-Ming University,"4,255",5.0,2%,48 : 52,
2018,601–800,New Mexico State University (Main campus),"13,670",16.7,8%,53 : 47,
2018,601–800,University of North Carolina at Greensboro,"17,774",23.9,3%,66 : 34,
2018,601–800,Northeast Normal University,"24,802",15.6,1%,64 : 36,
2018,601–800,University of Northern British Columbia (UNBC),"2,752",11.4,10%,60 : 40,
2018,601–800,Northwestern Polytechnical University,"26,904",14.2,3%,26 : 74,
2018,601–800,Nottingham Trent University,"23,045",16.9,18%,56 : 44,
2018,601–800,Okayama University,"13,115",7.9,4%,38 : 62,
2018,601–800,Old Dominion University,"19,148",19.7,3%,54 : 46,
2018,601–800,Osaka City University,"8,386",9.1,4%,36 : 64,
2018,601–800,Otto von Guericke University of Magdeburg,"14,248",12.2,14%,42 : 58,
2018,601–800,University of Oviedo,"23,806",13.4,2%,47 : 53,
2018,601–800,Palacký University Olomouc,"18,332",11.4,10%,69 : 31,
2018,601–800,Panjab University,"17,046",22.6,1%,46 : 54,
2018,601–800,University of Patras,"24,989",33.9,5%,49 : 51,
2018,601–800,University of Pécs,"16,396",12.6,17%,57 : 43,
2018,601–800,Peter the Great St Petersburg Polytechnic University,"16,775",6.8,20%,43 : 57,
2018,601–800,University of the Philippines,"51,086",11.2,1%,61 : 39,
2018,601–800,Pontifical Catholic University of Peru,"27,013",17.0,3%,48 : 52,
2018,601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),"15,638",22.0,3%,51 : 49,
2018,601–800,Portland State University,"21,207",15.9,9%,54 : 46,
2018,601–800,University of Pretoria,"36,005",24.1,8%,56 : 44,
2018,601–800,Pusan National University,"25,464",19.7,11%,46 : 54,
2018,601–800,Universiti Putra Malaysia,"25,929",12.9,18%,44 : 56,
2018,601–800,University of Regina,"12,178",22.2,15%,60 : 40,
2018,601–800,University Rey Juan Carlos,"33,849",26.5,11%,57 : 43,
2018,601–800,Rochester Institute of Technology,"13,784",16.2,17%,35 : 65,
2018,601–800,University of Roehampton,"7,170",17.7,28%,73 : 27,
2018,601–800,Universiti Sains Malaysia,"25,975",12.9,8%,63 : 37,
2018,601–800,University of Salamanca,"30,943",18.5,14%,58 : 42,
2018,601–800,University of Salford,"15,790",16.6,26%,52 : 48,
2018,601–800,Samara State Aerospace University,"6,314",9.0,6%,,
2018,601–800,University of Santiago de Compostela,"27,573",15.9,8%,62 : 38,
2018,601–800,Savitribai Phule Pune University,"6,155",15.9,3%,41 : 59,
2018,601–800,University of Science and Technology Beijing,"24,384",15.8,3%,36 : 64,
2018,601–800,University of Seoul,"8,902",17.0,5%,35 : 65,
2018,601–800,University of Seville,"54,413",18.5,2%,49 : 51,
2018,601–800,Shanghai University,"36,461",13.5,5%,46 : 54,
2018,601–800,Shantou University,"9,857",12.0,0%,50 : 50,
2018,601–800,Sharif University of Technology,"11,228",17.9,0%,26 : 74,
2018,601–800,Sichuan University,"60,848",13.9,4%,50 : 50,
2018,601–800,Sogang University,"9,440",21.5,7%,43 : 57,
2018,601–800,University of Southern Queensland,"11,921",25.9,19%,57 : 43,
2018,601–800,University of South Wales,"17,330",17.0,19%,51 : 49,
2018,601–800,Suranaree University of Technology,"14,107",32.6,1%,54 : 46,
2018,601–800,University of Szeged,"20,864",13.1,12%,57 : 43,
2018,601–800,University of Tabriz,"22,421",30.2,0%,51 : 49,
2018,601–800,Taipei Medical University,"5,929",12.1,7%,57 : 43,
2018,601–800,Tallinn University of Technology,"10,921",21.2,10%,52 : 48,
2018,601–800,Technical University of Madrid,"40,371",13.6,12%,32 : 68,
2018,601–800,University of Technology of Compiègne,"4,321",15.4,24%,36 : 64,
2018,601–800,Teesside University,"11,095",18.0,12%,56 : 44,
2018,601–800,University of Tehran,"59,457",29.4,2%,43 : 57,
2018,601–800,Tehran University of Medical Sciences,"12,668",7.6,3%,60 : 40,
2018,601–800,Universiti Teknologi Malaysia,"18,214",10.5,14%,52 : 48,
2018,601–800,Universiti Teknologi Petronas,"5,875",15.3,22%,34 : 66,
2018,601–800,University of Texas at El Paso,"16,595",23.8,7%,53 : 47,
2018,601–800,Tezpur University,"3,611",13.8,0%,40 : 60,
2018,601–800,Tokyo University of Agriculture and Technology,"5,797",14.8,6%,28 : 72,
2018,601–800,Tokyo University of Science,"19,791",25.1,1%,20 : 80,
2018,601–800,University of Vigo,"19,472",16.6,6%,50 : 50,
2018,601–800,Vilnius University,"17,364",12.3,6%,61 : 39,
2018,601–800,Warsaw University of Technology,"31,101",13.0,5%,37 : 63,
2018,601–800,Waseda University,"49,840",15.8,8%,36 : 64,
2018,601–800,UWE Bristol (University of the West of England),"20,470",18.4,19%,53 : 47,
2018,601–800,University of the Western Cape,"20,382",31.6,9%,60 : 40,
2018,601–800,University of Westminster,"17,040",20.0,46%,59 : 41,
